5.836805e+01	1.006945e+00	1.006945e+00	7.721801e+00	2.917281e+00	1.735924e+01
6.038195e+01	1.006945e+00	1.006945e+00	8.087953e+00	6.562403e+00	1.609594e+01
6.239584e+01	1.006945e+00	1.006945e+00	8.542342e+00	3.519258e+00	3.084949e+01
6.440972e+01	1.006945e+00	1.006945e+00	9.068133e+00	3.425331e+00	2.185143e+01
6.642361e+01	1.006945e+00	1.006945e+00	1.061084e+01	5.098670e+00	5.871275e+01
6.843750e+01	1.006940e+00	1.006940e+00	1.065452e+01	4.308925e+00	3.340682e+01
7.045139e+01	1.006945e+00	1.006945e+00	1.081942e+01	4.546458e+00	4.096697e+01
7.246527e+01	1.006945e+00	1.006945e+00	1.070382e+01	4.079255e+00	4.239240e+01
7.447916e+01	1.006945e+00	1.006945e+00	1.054063e+01	4.115313e+00	2.313359e+01
7.649305e+01	1.006945e+00	1.006945e+00	1.118765e+01	4.330287e+00	3.430576e+01
7.850695e+01	1.006945e+00	1.006945e+00	1.013446e+01	5.802633e+00	2.358799e+01
8.052084e+01	1.006945e+00	1.006945e+00	1.419092e+01	6.827599e+00	1.848295e+02
8.253473e+01	1.006945e+00	1.006945e+00	1.016532e+01	2.924901e+01	2.949590e+01
8.454861e+01	1.006945e+00	1.006945e+00	1.082082e+01	2.538960e+01	3.091595e+01
8.656250e+01	1.006940e+00	1.006940e+00	1.148812e+01	4.388074e+00	3.900437e+01
8.857639e+01	1.006945e+00	1.006945e+00	1.050878e+01	3.499652e+00	1.605952e+01
9.059027e+01	1.006945e+00	1.006945e+00	1.213252e+01	4.822967e+00	7.349152e+01
9.260416e+01	1.006945e+00	1.006945e+00	1.086610e+01	1.667321e+01	2.219438e+01
9.461805e+01	1.006945e+00	1.006945e+00	1.266204e+01	5.184518e+00	4.625780e+01
9.663195e+01	1.006945e+00	1.006945e+00	1.205057e+01	4.596713e+00	3.047684e+01
9.864584e+01	1.006945e+00	1.006945e+00	2.059398e+01	1.291047e+01	9.112257e+02
1.006597e+02	1.006960e+00	1.006960e+00	1.237998e+01	1.364474e+01	7.006111e+01
1.026737e+02	1.006950e+00	1.006950e+00	1.190865e+01	4.388919e+00	4.255953e+01
1.046875e+02	1.006900e+00	1.006900e+00	1.330990e+01	7.546254e+00	6.109961e+01
1.067013e+02	1.006950e+00	1.006950e+00	1.168586e+01	5.541485e+00	4.479932e+01
1.087152e+02	1.006950e+00	1.006950e+00	1.331744e+01	7.957546e+00	6.768394e+01
1.107292e+02	1.006950e+00	1.006950e+00	1.214485e+01	4.385642e+00	2.871169e+01
1.127430e+02	1.006950e+00	1.006950e+00	1.311231e+01	2.260753e+01	7.279587e+01
1.147570e+02	1.006950e+00	1.006950e+00	1.317402e+01	5.099951e+00	4.920799e+01
1.167708e+02	1.006950e+00	1.006950e+00	1.327088e+01	9.270492e+00	5.597290e+01
1.187848e+02	1.006950e+00	1.006950e+00	2.322724e+01	1.371620e+01	5.610860e+02
1.207987e+02	1.006950e+00	1.006950e+00	1.393330e+01	3.638503e+01	7.297035e+01
1.228125e+02	1.006900e+00	1.006900e+00	1.605754e+01	1.503486e+01	7.271421e+01
1.248263e+02	1.006950e+00	1.006950e+00	1.594592e+01	1.085290e+01	1.160722e+02
1.268402e+02	1.006950e+00	1.006950e+00	1.765477e+01	1.037283e+01	1.863375e+02
1.288542e+02	1.006950e+00	1.006950e+00	1.818720e+01	1.130648e+01	2.183234e+02
1.308680e+02	1.006950e+00	1.006950e+00	1.602723e+01	1.638431e+01	8.834082e+01
1.328820e+02	1.006950e+00	1.006950e+00	1.739108e+01	1.773084e+01	8.873494e+01
1.348958e+02	1.006950e+00	1.006950e+00	1.656244e+01	2.207205e+01	7.258579e+01
1.369098e+02	1.006950e+00	1.006950e+00	1.473968e+01	3.367516e+01	5.492338e+01
1.389237e+02	1.006950e+00	1.006950e+00	1.862280e+01	2.887941e+01	1.261972e+02
1.409375e+02	1.006900e+00	1.006900e+00	1.859106e+01	4.347524e+01	1.945937e+02
1.429513e+02	1.006950e+00	1.006950e+00	3.967700e+00	1.995380e+03	2.503038e+01
1.449652e+02	1.006950e+00	1.006950e+00	1.245842e+01	1.501658e+02	7.193432e+01
1.469792e+02	1.006950e+00	1.006950e+00	9.665132e+00	1.986279e+02	3.553674e+01
1.489930e+02	1.006950e+00	1.006950e+00	1.197272e+01	1.397263e+02	6.470879e+01
